FIPS,Geographic Area Name,Estimate!!Total:,Estimate!!Total:!!Owner occupied:,"Estimate!!Total:!!Owner occupied:!!Less than $5,000","Percentage of Less than $5,000","Estimate!!Total:!!Owner occupied:!!$5,000 to $9,999","Percentage of $5,000 to $9,999","Estimate!!Total:!!Owner occupied:!!$10,000 to $14,999","Percentage of $10,000 to $14,999","Estimate!!Total:!!Owner occupied:!!$15,000 to $19,999","Percentage of $15,000 to $19,999","Estimate!!Total:!!Owner occupied:!!$20,000 to $24,999","Percentage of $20,000 to $24,999","Estimate!!Total:!!Owner occupied:!!$25,000 to $34,999","Percentage of $25,000 to $34,999","Estimate!!Total:!!Owner occupied:!!$35,000 to $49,999","Percentage of $35,000 to $49,999","Estimate!!Total:!!Owner occupied:!!$50,000 to $74,999","Percentage of $50,000 to $74,999","Estimate!!Total:!!Owner occupied:!!$75,000 to $99,999","Percentage of $75,000 to $99,999","Estimate!!Total:!!Owner occupied:!!$100,000 to $149,999","Percentage of $100,000 to $149,999","Estimate!!Total:!!Owner occupied:!!$150,000 or more","Percentage of $150,000 or more"
29075,"Gentry County, Missouri",2347,1775,51,2.87 ,54,3.04 ,60,3.38 ,57,3.21,51,2.87,172,9.69,250,14.08,362,20.39,259,14.59,306,17.24,153,8.62
29077,"Greene County, Missouri",131109,74398,1089,1.46 ,856,1.15 ,2116,2.84 ,1876,2.52,2393,3.22,5583,7.5,9401,12.64,14200,19.09,11722,15.76,13496,18.14,11666,15.68
29079,"Grundy County, Missouri",3806,2598,32,1.23 ,71,2.73 ,163,6.27 ,79,3.04,158,6.08,190,7.31,330,12.7,559,21.52,461,17.74,369,14.2,186,7.16
29081,"Harrison County, Missouri",3013,2150,52,2.42 ,49,2.28 ,73,3.40 ,78,3.63,131,6.09,259,12.05,159,7.4,478,22.23,379,17.63,350,16.28,142,6.6
29083,"Henry County, Missouri",9241,6669,154,2.31 ,53,0.79 ,165,2.47 ,267,4,209,3.13,570,8.55,946,14.19,1463,21.94,1198,17.96,1051,15.76,593,8.89
29085,"Hickory County, Missouri",3504,2889,163,5.64 ,198,6.85 ,133,4.60 ,219,7.58,189,6.54,521,18.03,419,14.5,527,18.24,217,7.51,221,7.65,82,2.84
29087,"Holt County, Missouri",1744,1371,25,1.82 ,12,0.88 ,57,4.16 ,41,2.99,55,4.01,220,16.05,181,13.2,238,17.36,200,14.59,190,13.86,152,11.09
29089,"Howard County, Missouri",3350,2737,63,2.30 ,16,0.58 ,81,2.96 ,104,3.8,66,2.41,235,8.59,453,16.55,477,17.43,343,12.53,595,21.74,304,11.11
29091,"Howell County, Missouri",15433,10624,339,3.19 ,136,1.28 ,512,4.82 ,477,4.49,631,5.94,1087,10.23,1513,14.24,2428,22.85,1477,13.9,1284,12.09,740,6.97
29093,"Iron County, Missouri",3821,2984,85,2.85 ,128,4.29 ,113,3.79 ,130,4.36,105,3.52,254,8.51,326,10.92,491,16.45,580,19.44,566,18.97,206,6.9
29095,"Jackson County, Missouri",298908,174963,3274,1.87 ,1806,1.03 ,3740,2.14 ,3644,2.08,4510,2.58,10612,6.07,17561,10.04,30419,17.39,25801,14.75,36379,20.79,37217,21.27
29097,"Jasper County, Missouri",47481,30014,593,1.98 ,346,1.15 ,795,2.65 ,1101,3.67,1017,3.39,2070,6.9,3867,12.88,6493,21.63,4631,15.43,5523,18.4,3578,11.92
29099,"Jefferson County, Missouri",86455,69779,1060,1.52 ,575,0.82 ,1106,1.59 ,1296,1.86,1896,2.72,4434,6.35,7346,10.53,12038,17.25,11418,16.36,16692,23.92,11918,17.08
29101,"Johnson County, Missouri",20613,13015,156,1.20 ,101,0.78 ,142,1.09 ,179,1.38,143,1.1,835,6.42,1339,10.29,3141,24.13,2118,16.27,3253,24.99,1608,12.35
29103,"Knox County, Missouri",1154,981,28,2.85 ,25,2.55 ,59,6.01 ,78,7.95,37,3.77,95,9.68,122,12.44,191,19.47,148,15.09,153,15.6,45,4.59
29105,"Laclede County, Missouri",14345,10061,285,2.83 ,102,1.01 ,577,5.74 ,367,3.65,395,3.93,1091,10.84,1637,16.27,1774,17.63,1419,14.1,1606,15.96,808,8.03
29107,"Lafayette County, Missouri",12165,9194,155,1.69 ,23,0.25 ,187,2.03 ,192,2.09,126,1.37,603,6.56,835,9.08,1472,16.01,1639,17.83,2441,26.55,1521,16.54
29109,"Lawrence County, Missouri",14629,10358,238,2.30 ,256,2.47 ,494,4.77 ,358,3.46,410,3.96,731,7.06,1352,13.05,1812,17.49,1810,17.47,2041,19.7,856,8.26
29111,"Lewis County, Missouri",3329,2551,65,2.55 ,31,1.22 ,138,5.41 ,118,4.63,100,3.92,216,8.47,437,17.13,596,23.36,310,12.15,286,11.21,254,9.96
29113,"Lincoln County, Missouri",21961,17382,437,2.51 ,385,2.21 ,333,1.92 ,267,1.54,435,2.5,1027,5.91,1455,8.37,2278,13.11,3342,19.23,4478,25.76,2945,16.94
29115,"Linn County, Missouri",4773,3672,80,2.18 ,50,1.36 ,76,2.07 ,167,4.55,153,4.17,248,6.75,527,14.35,722,19.66,515,14.03,581,15.82,553,15.06
29117,"Livingston County, Missouri",5463,3799,64,1.68 ,95,2.50 ,69,1.82 ,92,2.42,169,4.45,355,9.34,458,12.06,674,17.74,736,19.37,625,16.45,462,12.16
29119,"McDonald County, Missouri",8399,5598,127,2.27 ,94,1.68 ,258,4.61 ,262,4.68,366,6.54,502,8.97,891,15.92,993,17.74,801,14.31,855,15.27,449,8.02
29121,"Macon County, Missouri",5848,4496,83,1.85 ,29,0.65 ,154,3.43 ,165,3.67,231,5.14,420,9.34,678,15.08,1015,22.58,805,17.9,628,13.97,288,6.41
29123,"Madison County, Missouri",4633,3630,52,1.43 ,60,1.65 ,180,4.96 ,102,2.81,153,4.21,407,11.21,489,13.47,711,19.59,487,13.42,545,15.01,444,12.23
29125,"Maries County, Missouri",3602,2689,64,2.38 ,70,2.60 ,214,7.96 ,67,2.49,74,2.75,230,8.55,287,10.67,574,21.35,471,17.52,366,13.61,272,10.12
29127,"Marion County, Missouri",11295,7779,188,2.42 ,68,0.87 ,238,3.06 ,218,2.8,212,2.73,567,7.29,771,9.91,1662,21.37,1418,18.23,1632,20.98,805,10.35
29129,"Mercer County, Missouri",1253,994,24,2.41 ,23,2.31 ,29,2.92 ,40,4.02,43,4.33,96,9.66,161,16.2,175,17.61,168,16.9,193,19.42,42,4.23
29131,"Miller County, Missouri",10116,7619,192,2.52 ,81,1.06 ,333,4.37 ,488,6.41,246,3.23,725,9.52,1125,14.77,1197,15.71,1232,16.17,1153,15.13,847,11.12
29133,"Mississippi County, Missouri",4612,2763,23,0.83 ,86,3.11 ,135,4.89 ,267,9.66,103,3.73,199,7.2,418,15.13,554,20.05,365,13.21,465,16.83,148,5.36
29135,"Moniteau County, Missouri",5691,4369,51,1.17 ,48,1.10 ,96,2.20 ,106,2.43,169,3.87,426,9.75,508,11.63,696,15.93,1003,22.96,797,18.24,469,10.73
29137,"Monroe County, Missouri",3425,2598,196,7.54 ,54,2.08 ,121,4.66 ,79,3.04,117,4.5,245,9.43,400,15.4,401,15.43,382,14.7,388,14.93,215,8.28
29139,"Montgomery County, Missouri",4644,3452,33,0.96 ,68,1.97 ,190,5.50 ,113,3.27,187,5.42,296,8.57,434,12.57,578,16.74,518,15.01,586,16.98,449,13.01
29141,"Morgan County, Missouri",7820,6242,194,3.11 ,129,2.07 ,313,5.01 ,393,6.3,298,4.77,692,11.09,791,12.67,1156,18.52,787,12.61,910,14.58,579,9.28
29143,"New Madrid County, Missouri",6769,4389,122,2.78 ,20,0.46 ,226,5.15 ,199,4.53,201,4.58,414,9.43,760,17.32,802,18.27,592,13.49,699,15.93,354,8.07
29145,"Newton County, Missouri",21991,16342,270,1.65 ,251,1.54 ,439,2.69 ,376,2.3,641,3.92,1204,7.37,2181,13.35,2884,17.65,3043,18.62,2676,16.37,2377,14.55
29147,"Nodaway County, Missouri",8261,5239,92,1.76 ,78,1.49 ,157,3.00 ,143,2.73,142,2.71,439,8.38,593,11.32,1084,20.69,845,16.13,1065,20.33,601,11.47
29149,"Oregon County, Missouri",3383,2399,35,1.46 ,49,2.04 ,174,7.25 ,208,8.67,114,4.75,267,11.13,377,15.71,540,22.51,255,10.63,300,12.51,80,3.33
29151,"Osage County, Missouri",5220,4342,53,1.22 ,6,0.14 ,94,2.16 ,136,3.13,203,4.68,229,5.27,463,10.66,904,20.82,792,18.24,965,22.22,497,11.45
29153,"Ozark County, Missouri",3654,2895,123,4.25 ,97,3.35 ,185,6.39 ,255,8.81,122,4.21,422,14.58,387,13.37,655,22.63,252,8.7,260,8.98,137,4.73
29155,"Pemiscot County, Missouri",6275,3530,28,0.79 ,74,2.10 ,206,5.84 ,196,5.55,137,3.88,461,13.06,414,11.73,593,16.8,375,10.62,624,17.68,422,11.95
29157,"Perry County, Missouri",7329,5693,106,1.86 ,71,1.25 ,115,2.02 ,117,2.06,153,2.69,507,8.91,746,13.1,1125,19.76,1010,17.74,1069,18.78,674,11.84
29159,"Pettis County, Missouri",16696,11684,208,1.78 ,83,0.71 ,289,2.47 ,235,2.01,366,3.13,920,7.87,1739,14.88,2627,22.48,1778,15.22,2119,18.14,1320,11.3
29161,"Phelps County, Missouri",17730,10657,263,2.47 ,139,1.30 ,205,1.92 ,269,2.52,360,3.38,722,6.77,1105,10.37,2281,21.4,1771,16.62,2081,19.53,1461,13.71
29163,"Pike County, Missouri",6307,4648,123,2.65 ,127,2.73 ,75,1.61 ,252,5.42,174,3.74,384,8.26,658,14.16,776,16.7,739,15.9,854,18.37,486,10.46
29165,"Platte County, Missouri",42606,28301,647,2.29 ,151,0.53 ,218,0.77 ,239,0.84,362,1.28,768,2.71,2377,8.4,3594,12.7,3796,13.41,6484,22.91,9665,34.15
29167,"Polk County, Missouri",11803,8461,172,2.03 ,126,1.49 ,321,3.79 ,264,3.12,326,3.85,657,7.77,1212,14.32,1814,21.44,1259,14.88,1341,15.85,969,11.45
29169,"Pulaski County, Missouri",15653,8954,138,1.54 ,324,3.62 ,296,3.31 ,251,2.8,263,2.94,659,7.36,1208,13.49,1230,13.74,1548,17.29,1822,20.35,1215,13.57
29171,"Putnam County, Missouri",1768,1437,21,1.46 ,4,0.28 ,57,3.97 ,62,4.31,79,5.5,126,8.77,233,16.21,326,22.69,211,14.68,199,13.85,119,8.28
29173,"Ralls County, Missouri",4014,3491,186,5.33 ,131,3.75 ,45,1.29 ,157,4.5,96,2.75,268,7.68,361,10.34,626,17.93,617,17.67,708,20.28,296,8.48
29175,"Randolph County, Missouri",9101,6209,130,2.09 ,44,0.71 ,160,2.58 ,129,2.08,218,3.51,659,10.61,891,14.35,1345,21.66,1094,17.62,1170,18.84,369,5.94
29177,"Ray County, Missouri",8773,6889,100,1.45 ,54,0.78 ,174,2.53 ,127,1.84,310,4.5,578,8.39,607,8.81,1204,17.48,1213,17.61,1377,19.99,1145,16.62
29179,"Reynolds County, Missouri",2309,1856,65,3.50 ,43,2.32 ,120,6.47 ,80,4.31,141,7.6,268,14.44,307,16.54,279,15.03,225,12.12,249,13.42,79,4.26
29181,"Ripley County, Missouri",3936,3135,87,2.78 ,54,1.72 ,252,8.04 ,223,7.11,254,8.1,336,10.72,352,11.23,745,23.76,323,10.3,296,9.44,213,6.79
29183,"St. Charles County, Missouri",156381,126256,1362,1.08 ,642,0.51 ,969,0.77 ,1292,1.02,1529,1.21,4773,3.78,9986,7.91,17230,13.65,17277,13.68,30606,24.24,40590,32.15
29185,"St. Clair County, Missouri",3955,3023,92,3.04 ,114,3.77 ,150,4.96 ,107,3.54,125,4.13,280,9.26,706,23.35,527,17.43,393,13,388,12.83,141,4.66
29186,"Ste. Genevieve County, Missouri",7121,5790,82,1.42 ,56,0.97 ,127,2.19 ,150,2.59,435,7.51,565,9.76,498,8.6,1024,17.69,763,13.18,1302,22.49,788,13.61
29187,"St. Francois County, Missouri",23973,16575,362,2.18 ,292,1.76 ,592,3.57 ,952,5.74,513,3.1,1337,8.07,2115,12.76,3077,18.56,2707,16.33,2667,16.09,1961,11.83
29189,"St. Louis County, Missouri",413247,283007,4393,1.55 ,2309,0.82 ,3902,1.38 ,5200,1.84,6250,2.21,14260,5.04,24530,8.67,42790,15.12,37052,13.09,55990,19.78,86331,30.5
29195,"Saline County, Missouri",7808,5655,109,1.93 ,39,0.69 ,217,3.84 ,252,4.46,141,2.49,438,7.75,813,14.38,1024,18.11,1064,18.82,901,15.93,657,11.62
29197,"Schuyler County, Missouri",1264,937,9,0.96 ,10,1.07 ,34,3.63 ,23,2.45,59,6.3,82,8.75,114,12.17,246,26.25,152,16.22,160,17.08,48,5.12
29199,"Scotland County, Missouri",1527,1224,3,0.25 ,14,1.14 ,49,4.00 ,30,2.45,43,3.51,117,9.56,179,14.62,299,24.43,175,14.3,106,8.66,209,17.08
29201,"Scott County, Missouri",15160,10399,140,1.35 ,298,2.87 ,506,4.87 ,308,2.96,351,3.38,918,8.83,1052,10.12,2497,24.01,1461,14.05,1437,13.82,1431,13.76
29203,"Shannon County, Missouri",2753,2250,37,1.64 ,83,3.69 ,131,5.82 ,105,4.67,91,4.04,276,12.27,337,14.98,515,22.89,369,16.4,230,10.22,76,3.38
29205,"Shelby County, Missouri",2362,1742,76,4.36 ,39,2.24 ,28,1.61 ,95,5.45,114,6.54,178,10.22,211,12.11,253,14.52,309,17.74,266,15.27,173,9.93
29207,"Stoddard County, Missouri",11472,8173,174,2.13 ,70,0.86 ,267,3.27 ,360,4.4,297,3.63,961,11.76,1094,13.39,1707,20.89,1273,15.58,1363,16.68,607,7.43
29209,"Stone County, Missouri",12726,10793,432,4.00 ,133,1.23 ,286,2.65 ,478,4.43,731,6.77,802,7.43,1346,12.47,2275,21.08,1620,15.01,1451,13.44,1239,11.48
29211,"Sullivan County, Missouri",1991,1478,40,2.71 ,37,2.50 ,18,1.22 ,87,5.89,69,4.67,183,12.38,217,14.68,377,25.51,150,10.15,223,15.09,77,5.21
29213,"Taney County, Missouri",21595,14401,246,1.71 ,229,1.59 ,213,1.48 ,757,5.26,706,4.9,1169,8.12,2028,14.08,3018,20.96,2067,14.35,2242,15.57,1726,11.99
29215,"Texas County, Missouri",9335,7121,374,5.25 ,236,3.31 ,392,5.50 ,342,4.8,190,2.67,887,12.46,1203,16.89,1485,20.85,622,8.73,973,13.66,417,5.86
29217,"Vernon County, Missouri",7776,5526,134,2.42 ,51,0.92 ,70,1.27 ,140,2.53,233,4.22,510,9.23,919,16.63,1127,20.39,952,17.23,1021,18.48,369,6.68
29219,"Warren County, Missouri",13067,10502,166,1.58 ,122,1.16 ,207,1.97 ,165,1.57,210,2,476,4.53,1092,10.4,1968,18.74,1777,16.92,2233,21.26,2086,19.86
29221,"Washington County, Missouri",9032,7097,205,2.89 ,92,1.30 ,234,3.30 ,338,4.76,277,3.9,951,13.4,1061,14.95,1462,20.6,938,13.22,1038,14.63,501,7.06
29223,"Wayne County, Missouri",4490,3337,127,3.81 ,91,2.73 ,229,6.86 ,187,5.6,155,4.64,318,9.53,721,21.61,627,18.79,320,9.59,313,9.38,249,7.46
29225,"Webster County, Missouri",13717,10512,258,2.45 ,61,0.58 ,247,2.35 ,269,2.56,433,4.12,619,5.89,1248,11.87,2445,23.26,1832,17.43,2076,19.75,1024,9.74
29227,"Worth County, Missouri",773,618,9,1.46 ,9,1.46 ,18,2.91 ,31,5.02,63,10.19,48,7.77,125,20.23,78,12.62,112,18.12,101,16.34,24,3.88
29229,"Wright County, Missouri",6825,5284,170,3.22 ,84,1.59 ,152,2.88 ,164,3.1,364,6.89,789,14.93,1037,19.63,971,18.38,704,13.32,657,12.43,192,3.63
29510,"St. Louis city, Missouri",143059,64173,1972,3.07 ,1008,1.57 ,1414,2.20 ,1706,2.66,1868,2.91,4537,7.07,7097,11.06,10749,16.75,8934,13.92,11911,18.56,12977,20.22
30001,"Beaverhead County, Montana",4107,2728,8,0.29 ,21,0.77 ,232,8.50 ,51,1.87,63,2.31,161,5.9,338,12.39,601,22.03,402,14.74,403,14.77,448,16.42
30003,"Big Horn County, Montana",3622,2412,86,3.57 ,43,1.78 ,56,2.32 ,202,8.37,126,5.22,219,9.08,343,14.22,424,17.58,226,9.37,473,19.61,214,8.87
30005,"Blaine County, Montana",2271,1426,59,4.14 ,52,3.65 ,63,4.42 ,73,5.12,60,4.21,127,8.91,90,6.31,256,17.95,202,14.17,286,20.06,158,11.08
30007,"Broadwater County, Montana",2872,2385,0,0.00 ,76,3.19 ,83,3.48 ,30,1.26,112,4.7,271,11.36,230,9.64,557,23.35,245,10.27,398,16.69,383,16.06
30009,"Carbon County, Montana",4650,3432,20,0.58 ,41,1.19 ,125,3.64 ,74,2.16,241,7.02,252,7.34,334,9.73,492,14.34,688,20.05,545,15.88,620,18.07
30011,"Carter County, Montana",598,380,1,0.26 ,14,3.68 ,18,4.74 ,30,7.89,11,2.89,17,4.47,78,20.53,71,18.68,51,13.42,52,13.68,37,9.74
30013,"Cascade County, Montana",34577,23517,396,1.68 ,255,1.08 ,601,2.56 ,413,1.76,905,3.85,1911,8.13,2598,11.05,4777,20.31,3593,15.28,4471,19.01,3597,15.3
30015,"Chouteau County, Montana",2184,1495,16,1.07 ,13,0.87 ,74,4.95 ,32,2.14,64,4.28,169,11.3,256,17.12,208,13.91,231,15.45,299,20,133,8.9
30017,"Custer County, Montana",4996,3362,83,2.47 ,36,1.07 ,124,3.69 ,87,2.59,72,2.14,213,6.34,453,13.47,557,16.57,555,16.51,655,19.48,527,15.68
30019,"Daniels County, Montana",714,576,10,1.74 ,9,1.56 ,14,2.43 ,28,4.86,40,6.94,42,7.29,113,19.62,78,13.54,104,18.06,97,16.84,41,7.12
30021,"Dawson County, Montana",3770,2722,22,0.81 ,6,0.22 ,37,1.36 ,37,1.36,66,2.42,182,6.69,316,11.61,649,23.84,504,18.52,487,17.89,416,15.28
30023,"Deer Lodge County, Montana",4336,2858,63,2.20 ,19,0.66 ,78,2.73 ,222,7.77,92,3.22,244,8.54,528,18.47,562,19.66,409,14.31,419,14.66,222,7.77
30025,"Fallon County, Montana",1164,839,9,1.07 ,24,2.86 ,78,9.30 ,14,1.67,12,1.43,55,6.56,16,1.91,91,10.85,117,13.95,238,28.37,185,22.05
30027,"Fergus County, Montana",5186,3492,152,4.35 ,59,1.69 ,127,3.64 ,126,3.61,93,2.66,275,7.88,516,14.78,681,19.5,568,16.27,473,13.55,422,12.08
30029,"Flathead County, Montana",42154,31328,663,2.12 ,434,1.39 ,685,2.19 ,620,1.98,956,3.05,2351,7.5,3677,11.74,5673,18.11,4803,15.33,5489,17.52,5977,19.08
30031,"Gallatin County, Montana",47874,29372,339,1.15 ,209,0.71 ,392,1.33 ,666,2.27,778,2.65,1222,4.16,2090,7.12,3979,13.55,4384,14.93,6688,22.77,8625,29.36
30033,"Garfield County, Montana",412,286,6,2.10 ,2,0.70 ,6,2.10 ,22,7.69,7,2.45,27,9.44,23,8.04,51,17.83,42,14.69,50,17.48,50,17.48
30035,"Glacier County, Montana",4175,2655,123,4.63 ,90,3.39 ,205,7.72 ,113,4.26,124,4.67,321,12.09,342,12.88,504,18.98,221,8.32,429,16.16,183,6.89
30037,"Golden Valley County, Montana",355,304,24,7.89 ,1,0.33 ,24,7.89 ,4,1.32,15,4.93,27,8.88,44,14.47,80,26.32,29,9.54,35,11.51,21,6.91
30039,"Granite County, Montana",1343,1028,15,1.46 ,13,1.26 ,20,1.95 ,44,4.28,26,2.53,106,10.31,182,17.7,274,26.65,101,9.82,146,14.2,101,9.82
30041,"Hill County, Montana",6218,4098,109,2.66 ,49,1.20 ,86,2.10 ,117,2.86,130,3.17,346,8.44,472,11.52,843,20.57,674,16.45,853,20.82,419,10.22
30043,"Jefferson County, Montana",4681,3890,50,1.29 ,29,0.75 ,25,0.64 ,96,2.47,161,4.14,284,7.3,423,10.87,720,18.51,429,11.03,744,19.13,929,23.88
30045,"Judith Basin County, Montana",898,690,35,5.07 ,8,1.16 ,44,6.38 ,12,1.74,39,5.65,51,7.39,77,11.16,120,17.39,92,13.33,83,12.03,129,18.7
30047,"Lake County, Montana",12050,8669,398,4.59 ,200,2.31 ,298,3.44 ,225,2.6,402,4.64,690,7.96,908,10.47,1619,18.68,1195,13.78,1481,17.08,1253,14.45
30049,"Lewis and Clark County, Montana",30281,21354,293,1.37 ,189,0.89 ,447,2.09 ,412,1.93,491,2.3,1254,5.87,2134,9.99,3845,18.01,2844,13.32,4780,22.38,4665,21.85
30051,"Liberty County, Montana",713,445,6,1.35 ,7,1.57 ,0,0.00 ,19,4.27,7,1.57,54,12.13,106,23.82,97,21.8,33,7.42,58,13.03,58,13.03
30053,"Lincoln County, Montana",8882,6731,118,1.75 ,197,2.93 ,228,3.39 ,379,5.63,514,7.64,1071,15.91,886,13.16,1039,15.44,775,11.51,1053,15.64,471,7
30055,"McCone County, Montana",782,697,2,0.29 ,5,0.72 ,14,2.01 ,12,1.72,9,1.29,91,13.06,93,13.34,105,15.06,112,16.07,178,25.54,76,10.9
30057,"Madison County, Montana",3559,2762,43,1.56 ,41,1.48 ,68,2.46 ,74,2.68,151,5.47,199,7.2,582,21.07,459,16.62,401,14.52,449,16.26,295,10.68
30059,"Meagher County, Montana",834,712,8,1.12 ,52,7.30 ,74,10.39 ,15,2.11,0,0,30,4.21,146,20.51,149,20.93,40,5.62,104,14.61,94,13.2
30061,"Mineral County, Montana",2078,1668,45,2.70 ,38,2.28 ,28,1.68 ,25,1.5,36,2.16,113,6.77,357,21.4,420,25.18,140,8.39,246,14.75,220,13.19
30063,"Missoula County, Montana",50446,29672,495,1.67 ,294,0.99 ,721,2.43 ,508,1.71,822,2.77,1666,5.61,2623,8.84,5009,16.88,4946,16.67,5845,19.7,6743,22.73
30065,"Musselshell County, Montana",2137,1727,58,3.36 ,13,0.75 ,45,2.61 ,137,7.93,116,6.72,170,9.84,186,10.77,434,25.13,222,12.85,221,12.8,125,7.24
30067,"Park County, Montana",8055,5658,114,2.01 ,143,2.53 ,131,2.32 ,139,2.46,135,2.39,274,4.84,612,10.82,1128,19.94,822,14.53,1069,18.89,1091,19.28
30069,"Petroleum County, Montana",189,133,0,0.00 ,0,0.00 ,3,2.26 ,14,10.53,4,3.01,6,4.51,30,22.56,20,15.04,10,7.52,32,24.06,14,10.53
30071,"Phillips County, Montana",1749,1400,23,1.64 ,2,0.14 ,48,3.43 ,73,5.21,59,4.21,87,6.21,306,21.86,280,20,178,12.71,273,19.5,71,5.07
30073,"Pondera County, Montana",2153,1436,40,2.79 ,20,1.39 ,22,1.53 ,63,4.39,53,3.69,118,8.22,209,14.55,264,18.38,228,15.88,218,15.18,201,14
30075,"Powder River County, Montana",746,588,9,1.53 ,14,2.38 ,27,4.59 ,13,2.21,26,4.42,84,14.29,46,7.82,81,13.78,42,7.14,149,25.34,97,16.5
30077,"Powell County, Montana",2298,1606,13,0.81 ,20,1.25 ,8,0.50 ,54,3.36,62,3.86,255,15.88,154,9.59,299,18.62,272,16.94,328,20.42,141,8.78
30079,"Prairie County, Montana",485,364,31,8.52 ,7,1.92 ,26,7.14 ,33,9.07,14,3.85,26,7.14,68,18.68,22,6.04,73,20.05,33,9.07,31,8.52
30081,"Ravalli County, Montana",18847,14591,240,1.64 ,294,2.01 ,362,2.48 ,206,1.41,502,3.44,897,6.15,1641,11.25,3201,21.94,2452,16.8,2229,15.28,2567,17.59
30083,"Richland County, Montana",4529,3132,143,4.57 ,80,2.55 ,86,2.75 ,129,4.12,94,3,145,4.63,366,11.69,451,14.4,462,14.75,696,22.22,480,15.33
30085,"Roosevelt County, Montana",3050,2002,112,5.59 ,34,1.70 ,107,5.34 ,38,1.9,119,5.94,147,7.34,260,12.99,487,24.33,214,10.69,295,14.74,189,9.44
30087,"Rosebud County, Montana",3043,1958,160,8.17 ,42,2.15 ,71,3.63 ,11,0.56,65,3.32,200,10.21,210,10.73,358,18.28,235,12,377,19.25,229,11.7
30089,"Sanders County, Montana",5425,4233,39,0.92 ,140,3.31 ,197,4.65 ,116,2.74,240,5.67,500,11.81,581,13.73,918,21.69,530,12.52,699,16.51,273,6.45
30091,"Sheridan County, Montana",1439,1112,6,0.54 ,19,1.71 ,33,2.97 ,39,3.51,51,4.59,164,14.75,110,9.89,164,14.75,133,11.96,223,20.05,170,15.29
30093,"Silver Bow County, Montana",15080,10578,181,1.71 ,136,1.29 ,397,3.75 ,117,1.11,590,5.58,842,7.96,1405,13.28,2212,20.91,1268,11.99,2102,19.87,1328,12.55
30095,"Stillwater County, Montana",3801,3182,75,2.36 ,23,0.72 ,68,2.14 ,116,3.65,76,2.39,197,6.19,325,10.21,468,14.71,478,15.02,646,20.3,710,22.31
30097,"Sweet Grass County, Montana",1446,1103,17,1.54 ,14,1.27 ,52,4.71 ,21,1.9,48,4.35,49,4.44,119,10.79,248,22.48,185,16.77,226,20.49,124,11.24
30099,"Teton County, Montana",2464,1873,8,0.43 ,14,0.75 ,45,2.40 ,43,2.3,69,3.68,154,8.22,251,13.4,397,21.2,431,23.01,303,16.18,158,8.44
30101,"Toole County, Montana",1795,1165,18,1.55 ,0,0.00 ,26,2.23 ,22,1.89,135,11.59,71,6.09,130,11.16,323,27.73,141,12.1,128,10.99,171,14.68
30103,"Treasure County, Montana",333,227,9,3.96 ,2,0.88 ,7,3.08 ,0,0,2,0.88,22,9.69,18,7.93,41,18.06,73,32.16,27,11.89,26,11.45
30105,"Valley County, Montana",2833,2145,35,1.63 ,25,1.17 ,59,2.75 ,57,2.66,50,2.33,161,7.51,336,15.66,383,17.86,426,19.86,355,16.55,258,12.03
30107,"Wheatland County, Montana",875,677,90,13.29 ,24,3.55 ,22,3.25 ,17,2.51,41,6.06,48,7.09,109,16.1,141,20.83,40,5.91,66,9.75,79,11.67
30109,"Wibaux County, Montana",466,347,9,2.59 ,8,2.31 ,0,0.00 ,5,1.44,32,9.22,31,8.93,77,22.19,37,10.66,35,10.09,89,25.65,24,6.92
30111,"Yellowstone County, Montana",67897,47210,551,1.17 ,399,0.85 ,827,1.75 ,1189,2.52,1277,2.7,2636,5.58,4372,9.26,8357,17.7,7419,15.71,10148,21.5,10035,21.26
31001,"Adams County, Nebraska",12717,8691,73,0.84 ,82,0.94 ,117,1.35 ,276,3.18,341,3.92,690,7.94,875,10.07,1641,18.88,1386,15.95,1832,21.08,1378,15.86
31003,"Antelope County, Nebraska",2607,1962,27,1.38 ,14,0.71 ,46,2.34 ,38,1.94,34,1.73,224,11.42,268,13.66,430,21.92,333,16.97,327,16.67,221,11.26
31005,"Arthur County, Nebraska",178,132,1,0.76 ,0,0.00 ,4,3.03 ,8,6.06,3,2.27,20,15.15,8,6.06,20,15.15,12,9.09,32,24.24,24,18.18
31007,"Banner County, Nebraska",249,173,5,2.89 ,0,0.00 ,1,0.58 ,3,1.73,7,4.05,10,5.78,27,15.61,26,15.03,30,17.34,22,12.72,42,24.28
31009,"Blaine County, Nebraska",201,156,0,0.00 ,8,5.13 ,2,1.28 ,2,1.28,20,12.82,10,6.41,33,21.15,50,32.05,19,12.18,8,5.13,4,2.56
31011,"Boone County, Nebraska",2240,1807,43,2.38 ,27,1.49 ,33,1.83 ,45,2.49,70,3.87,99,5.48,221,12.23,380,21.03,244,13.5,390,21.58,255,14.11
31013,"Box Butte County, Nebraska",4573,3340,57,1.71 ,246,7.37 ,60,1.80 ,42,1.26,113,3.38,165,4.94,302,9.04,700,20.96,634,18.98,744,22.28,277,8.29
31015,"Boyd County, Nebraska",807,669,23,3.44 ,4,0.60 ,29,4.33 ,32,4.78,30,4.48,66,9.87,102,15.25,89,13.3,99,14.8,132,19.73,63,9.42
